rsi,macd,sma_short,sma_long,volume,label
50.0,0.0,0.3937,0.3937,0.0,1
50.0,0.0,0.52886,0.52886,0.0,0
50.0,0.0,0.60102,0.60102,0.0,0
50.0,0.0,0.119413,0.119413,0.0,1
50.0,0.0,11.528,11.528,0.0,1
50.0,0.0,0.031397,0.031397,0.0,0
50.0,0.0,0.2737,0.2737,0.0,1
50.0,0.0,0.24053,0.24053,0.0,1
50.0,0.0,0.023299,0.023299,0.0,1
50.0,0.0,0.0102803,0.0102803,0.0,0
50.0,0.0,0.0026031,0.0026031,0.0,1
50.0,0.0,4.2182,4.2182,0.0,0
50.0,0.0,0.52285,0.52285,0.0,0
50.0,0.0,1.1276,1.1276,0.0,0
50.0,0.0,0.19894,0.19894,0.0,0
50.0,0.0,0.77961,0.77961,0.0,1
50.0,0.0,0.19649,0.19649,0.0,0
50.0,0.0,0.011484,0.011484,0.0,0
50.0,0.0,0.03,0.03,0.0,1
50.0,0.0,2.4657,2.4657,0.0,1
50.0,0.0,0.63756,0.63756,0.0,0
50.0,0.0,0.43606,0.43606,0.0,1
50.0,0.0,0.011165760249007152,0.011165760249007152,0.0,0
50.0,0.0,0.48613,0.48613,0.0,1
50.0,0.0,0.028687,0.028687,0.0,1
50.0,0.0,0.58788,0.58788,0.0,1
50.0,0.0,0.19357,0.19357,0.0,0
50.0,0.0,0.02136,0.02136,0.0,0
50.0,0.0,3.6184,3.6184,0.0,0
50.0,0.0,0.37822,0.37822,0.0,0
50.0,0.0,0.21032,0.21032,0.0,1
50.0,0.0,0.12384,0.12384,0.0,1
50.0,0.0,0.23968,0.23968,0.0,1
50.0,0.0,1.9363,1.9363,0.0,0
50.0,0.0,2.626,2.626,0.0,0
50.0,0.0,0.19446,0.19446,0.0,0
50.0,0.0,0.198,0.198,0.0,1
50.0,0.0,3.03648,3.03648,0.0,0
50.0,0.0,0.036625,0.036625,0.0,0
50.0,0.0,0.109939,0.109939,0.0,0
50.0,0.0,0.58,0.58,0.0,0
50.0,0.0,0.15014,0.15014,0.0,0
50.0,0.0,0.0071545,0.0071545,0.0,0
50.0,0.0,0.083825,0.083825,0.0,1
50.0,0.0,0.012956,0.012956,0.0,0
50.0,0.0,0.088058,0.088058,0.0,0
50.0,0.0,0.031476,0.031476,0.0,1
50.0,0.0,0.12354,0.12354,0.0,0
50.0,0.0,0.557,0.557,0.0,0
50.0,0.0,0.49764,0.49764,0.0,1
50.0,0.0,0.15808,0.15808,0.0,1
50.0,0.0,0.00024911,0.00024911,0.0,1
50.0,0.0,0.031235,0.031235,0.0,0
50.0,0.0,0.14752,0.14752,0.0,0
50.0,0.0,0.008162,0.008162,0.0,1
50.0,0.0,0.17692,0.17692,0.0,0
